gene_id,gene_symbol,disease_id,association_type
2132,EXT2,ORPHA:52022,UNKNOWN
60529,ALX4,ORPHA:52022,UNKNOWN
51317,PHF21A,ORPHA:52022,UNKNOWN
30011,SH3KBP1,ORPHA:696945,UNKNOWN
7531,YWHAE,ORPHA:261257,UNKNOWN
22978,NT5C2,ORPHA:320396,UNKNOWN
9138,ARHGEF1,ORPHA:696942,UNKNOWN
54790,TET2,ORPHA:100019,UNKNOWN
29123,ANKRD11,ORPHA:261250,UNKNOWN
8314,BAP1,ORPHA:618,UNKNOWN
4286,MITF,ORPHA:618,UNKNOWN
1019,CDK4,ORPHA:618,UNKNOWN
4255,MGMT,ORPHA:618,UNKNOWN
54386,TERF2IP,ORPHA:618,UNKNOWN
4157,MC1R,ORPHA:618,UNKNOWN
65057,ACD,ORPHA:618,UNKNOWN
1029,CDKN2A,ORPHA:618,UNKNOWN
7015,TERT,ORPHA:618,UNKNOWN
25913,POT1,ORPHA:618,UNKNOWN
1030,CDKN2B,ORPHA:618,UNKNOWN
4632,MYL1,ORPHA:544602,UNKNOWN
57704,GBA2,ORPHA:320391,UNKNOWN
5573,PRKAR1A,ORPHA:615,UNKNOWN
3290,HSD11B1,ORPHA:168588,UNKNOWN
9563,H6PD,ORPHA:168588,UNKNOWN
1180,CLCN1,ORPHA:614,UNKNOWN
84916,UTP4,ORPHA:168583,UNKNOWN
1303,COL12A1,ORPHA:610,UNKNOWN
1291,COL6A1,ORPHA:610,UNKNOWN
1292,COL6A2,ORPHA:610,UNKNOWN
1293,COL6A3,ORPHA:610,UNKNOWN
4221,MEN1,ORPHA:652,UNKNOWN
1027,CDKN1B,ORPHA:652,UNKNOWN
1030,CDKN2B,ORPHA:652,UNKNOWN
3043,HBB,ORPHA:715140,UNKNOWN
26525,IL36RN,ORPHA:404546,UNKNOWN
9895,TECPR2,ORPHA:320385,UNKNOWN
8742,TNFSF12,ORPHA:696931,UNKNOWN
3043,HBB,ORPHA:715143,UNKNOWN
3039,HBA1,ORPHA:715143,UNKNOWN
3040,HBA2,ORPHA:715143,UNKNOWN
9698,PUM1,ORPHA:589515,UNKNOWN
351,APP,ORPHA:100006,UNKNOWN
1471,CST3,ORPHA:100008,UNKNOWN
1387,CREBBP,ORPHA:353277,UNKNOWN
131118,DNAJC19,ORPHA:66634,UNKNOWN
57679,ALS2,ORPHA:293168,UNKNOWN
168667,BMPER,ORPHA:66637,UNKNOWN
1583,CYP11A1,ORPHA:168558,UNKNOWN
23259,DDHD2,ORPHA:320380,UNKNOWN
22800,RRAS2,ORPHA:648,UNKNOWN
867,CBL,ORPHA:648,UNKNOWN
8216,LZTR1,ORPHA:648,UNKNOWN
6016,RIT1,ORPHA:648,UNKNOWN
6237,RRAS,ORPHA:648,UNKNOWN
5894,RAF1,ORPHA:648,UNKNOWN
22808,MRAS,ORPHA:648,UNKNOWN
3845,KRAS,ORPHA:648,UNKNOWN
200734,SPRED2,ORPHA:648,UNKNOWN
4893,NRAS,ORPHA:648,UNKNOWN
6654,SOS1,ORPHA:648,UNKNOWN
6655,SOS2,ORPHA:648,UNKNOWN
5781,PTPN11,ORPHA:648,UNKNOWN
5922,RASA2,ORPHA:648,UNKNOWN
673,BRAF,ORPHA:648,UNKNOWN
2581,GALC,ORPHA:206436,UNKNOWN
5660,PSAP,ORPHA:206436,UNKNOWN
4683,NBN,ORPHA:647,UNKNOWN
4693,NDP,ORPHA:649,UNKNOWN
4508,MT-ATP6,ORPHA:644,UNKNOWN
8139,GAN,ORPHA:643,UNKNOWN
1832,DSP,ORPHA:293165,UNKNOWN
5727,PTCH1,ORPHA:77301,UNKNOWN
5376,PMP22,ORPHA:640,UNKNOWN
115650,TNFRSF13C,ORPHA:696925,UNKNOWN
79644,SRD5A3,ORPHA:324737,UNKNOWN
4914,NTRK1,ORPHA:642,UNKNOWN
5611,DNAJC3,ORPHA:445062,UNKNOWN
3040,HBA2,ORPHA:715154,UNKNOWN
91574,MTRFR,ORPHA:320375,UNKNOWN
3043,HBB,ORPHA:715157,UNKNOWN
55315,SLC29A3,ORPHA:168569,UNKNOWN
4771,NF2,ORPHA:637,UNKNOWN
10102,TSFM,ORPHA:168566,UNKNOWN
51816,ADA2,ORPHA:404553,UNKNOWN
5307,PITX1,ORPHA:293150,UNKNOWN
3172,HNF4A,ORPHA:544628,UNKNOWN
5605,MAP2K2,ORPHA:638,UNKNOWN
4763,NF1,ORPHA:638,UNKNOWN
2690,GHR,ORPHA:633,UNKNOWN
695,BTK,ORPHA:632,UNKNOWN
2000,ELF4,ORPHA:632,UNKNOWN
4613,MYCN,ORPHA:635,UNKNOWN
238,ALK,ORPHA:635,UNKNOWN
389421,LIN28B,ORPHA:635,UNKNOWN
4004,LMO1,ORPHA:635,UNKNOWN
57531,HACE1,ORPHA:635,UNKNOWN
8929,PHOX2B,ORPHA:635,UNKNOWN
50846,DHH,ORPHA:168563,UNKNOWN
11005,SPINK5,ORPHA:634,UNKNOWN
5777,PTPN6,ORPHA:538869,UNKNOWN
11198,SUPT16H,ORPHA:261229,UNKNOWN
57680,CHD8,ORPHA:261229,UNKNOWN
4594,MMUT,ORPHA:289916,UNKNOWN
5777,PTPN6,ORPHA:538866,UNKNOWN
23118,TAB2,ORPHA:664404,UNKNOWN
25970,SH2B1,ORPHA:261222,UNKNOWN
23118,TAB2,ORPHA:664401,UNKNOWN
3763,KCNJ6,ORPHA:435628,UNKNOWN
23769,FLRT1,ORPHA:320406,UNKNOWN
64837,KLC2,ORPHA:320406,UNKNOWN
91574,MTRFR,ORPHA:254930,UNKNOWN
9241,NOG,ORPHA:140917,UNKNOWN
3858,KRT10,ORPHA:281190,UNKNOWN
3848,KRT1,ORPHA:281190,UNKNOWN
57165,GJC2,ORPHA:320401,UNKNOWN
7273,TTN,ORPHA:140922,UNKNOWN
5970,RELA,ORPHA:596759,UNKNOWN
6307,MSMO1,ORPHA:488168,UNKNOWN
3767,KCNJ11,ORPHA:276603,UNKNOWN
54440,SASH3,ORPHA:653751,UNKNOWN
145173,B3GLCT,ORPHA:709,UNKNOWN
1545,CYP1B1,ORPHA:708,UNKNOWN
5080,PAX6,ORPHA:708,UNKNOWN
2301,FOXE3,ORPHA:708,UNKNOWN
5308,PITX2,ORPHA:708,UNKNOWN
2296,FOXC1,ORPHA:708,UNKNOWN
3119,HLA-DQB1,ORPHA:703,UNKNOWN
3123,HLA-DRB1,ORPHA:703,UNKNOWN
6326,SCN2A,ORPHA:293181,UNKNOWN
57468,SLC12A5,ORPHA:293181,UNKNOWN
23236,PLCB1,ORPHA:293181,UNKNOWN
3785,KCNQ2,ORPHA:293181,UNKNOWN
57582,KCNT1,ORPHA:293181,UNKNOWN
5277,PIGA,ORPHA:293181,UNKNOWN
6323,SCN1A,ORPHA:293181,UNKNOWN
79751,SLC25A22,ORPHA:293181,UNKNOWN
57465,TBC1D24,ORPHA:293181,UNKNOWN
3766,KCNJ10,ORPHA:705,UNKNOWN
2299,FOXI1,ORPHA:705,UNKNOWN
5172,SLC26A4,ORPHA:705,UNKNOWN
650,BMP2,ORPHA:93396,UNKNOWN
8200,GDF5,ORPHA:93396,UNKNOWN
658,BMPR1B,ORPHA:93396,UNKNOWN
5777,PTPN6,ORPHA:538863,UNKNOWN
4758,NEU1,ORPHA:93399,UNKNOWN
55806,HR,ORPHA:701,UNKNOWN
7317,UBA1,ORPHA:596753,UNKNOWN
51021,MRPS16,ORPHA:254920,UNKNOWN
3990,LIPC,ORPHA:140905,UNKNOWN
7018,TF,ORPHA:1195,UNKNOWN
54968,TMEM70,ORPHA:1194,UNKNOWN
4208,MEF2C,ORPHA:664416,UNKNOWN
9241,NOG,ORPHA:140908,UNKNOWN
1778,DYNC1H1,ORPHA:284232,UNKNOWN
2317,FLNB,ORPHA:1190,UNKNOWN
59341,TRPV4,ORPHA:431255,UNKNOWN
7284,TUFM,ORPHA:254925,UNKNOWN
4620,MYH2,ORPHA:79091,UNKNOWN
7157,TP53,ORPHA:251899,UNKNOWN
8493,PPM1D,ORPHA:653767,UNKNOWN
55249,YY1AP1,ORPHA:79094,UNKNOWN
23600,AMACR,ORPHA:79095,UNKNOWN
55163,PNPO,ORPHA:79096,UNKNOWN
5091,PC,ORPHA:353320,UNKNOWN
5744,PTHLH,ORPHA:93387,UNKNOWN
3239,HOXD13,ORPHA:93387,UNKNOWN
8200,GDF5,ORPHA:93384,UNKNOWN
658,BMPR1B,ORPHA:93384,UNKNOWN
5053,PAH,ORPHA:708895,UNKNOWN
29980,DONSON,ORPHA:572773,UNKNOWN
3549,IHH,ORPHA:93388,UNKNOWN
8200,GDF5,ORPHA:93388,UNKNOWN
658,BMPR1B,ORPHA:93388,UNKNOWN
29925,GMPPB,ORPHA:353327,UNKNOWN
2673,GFPT1,ORPHA:353327,UNKNOWN
1798,DPAGT1,ORPHA:353327,UNKNOWN
85365,ALG2,ORPHA:353327,UNKNOWN
199857,ALG14,ORPHA:353327,UNKNOWN
3490,IGFBP7,ORPHA:284247,UNKNOWN
154810,AMOTL1,ORPHA:660021,UNKNOWN
51726,DNAJB11,ORPHA:730,UNKNOWN
23193,GANAB,ORPHA:730,UNKNOWN
5310,PKD1,ORPHA:730,UNKNOWN
5311,PKD2,ORPHA:730,UNKNOWN
284086,NEK8,ORPHA:730,UNKNOWN
29880,ALG5,ORPHA:730,UNKNOWN
9742,IFT140,ORPHA:730,UNKNOWN
79796,ALG9,ORPHA:730,UNKNOWN
80114,BICC1,ORPHA:730,UNKNOWN
4072,EPCAM,ORPHA:92050,UNKNOWN
4509,MT-ATP8,ORPHA:254913,UNKNOWN
514,ATP5F1E,ORPHA:254913,UNKNOWN
513,ATP5F1D,ORPHA:254913,UNKNOWN
498,ATP5F1A,ORPHA:254913,UNKNOWN
4508,MT-ATP6,ORPHA:254913,UNKNOWN
84833,ATP5MK,ORPHA:254913,UNKNOWN
91647,ATPAF2,ORPHA:254913,UNKNOWN
10908,PNPLA6,ORPHA:1180,UNKNOWN
3483,IGFALS,ORPHA:140941,UNKNOWN
1340,COX6B1,ORPHA:254905,UNKNOWN
4512,MT-CO1,ORPHA:254905,UNKNOWN
4513,MT-CO2,ORPHA:254905,UNKNOWN
4514,MT-CO3,ORPHA:254905,UNKNOWN
1352,COX10,ORPHA:254905,UNKNOWN
116228,COX20,ORPHA:254905,UNKNOWN
1327,COX4I1,ORPHA:254905,UNKNOWN
28958,COA3,ORPHA:254905,UNKNOWN
9377,COX5A,ORPHA:254905,UNKNOWN
100303755,PET117,ORPHA:254905,UNKNOWN
51241,COX16,ORPHA:254905,UNKNOWN
1339,COX6A2,ORPHA:254905,UNKNOWN
84987,COX14,ORPHA:254905,UNKNOWN
1351,COX8A,ORPHA:254905,UNKNOWN
5290,PIK3CA,ORPHA:140944,UNKNOWN
5468,PPARG,ORPHA:79083,UNKNOWN
3717,JAK2,ORPHA:729,UNKNOWN
4000,LMNA,ORPHA:79084,UNKNOWN
5631,PRPS1,ORPHA:1187,UNKNOWN
208,AKT2,ORPHA:79085,UNKNOWN
56652,TWNK,ORPHA:1186,UNKNOWN
84823,LMNB2,ORPHA:79087,UNKNOWN
23732,FRRS1L,ORPHA:725,UNKNOWN
2903,GRIN2A,ORPHA:725,UNKNOWN
6530,SLC6A2,ORPHA:443236,UNKNOWN
7428,VHL,ORPHA:276621,UNKNOWN
5979,RET,ORPHA:276621,UNKNOWN
1788,DNMT3A,ORPHA:276621,UNKNOWN
2034,EPAS1,ORPHA:276621,UNKNOWN
6392,SDHD,ORPHA:276621,UNKNOWN
6390,SDHB,ORPHA:276621,UNKNOWN
5428,POLG,ORPHA:726,UNKNOWN
23218,NBEAL2,ORPHA:721,UNKNOWN
3162,HMOX1,ORPHA:562509,UNKNOWN
5340,PLG,ORPHA:722,UNKNOWN
259232,NALCN,ORPHA:562528,UNKNOWN
846,CASR,ORPHA:93372,UNKNOWN
55209,SETD5,ORPHA:435638,UNKNOWN
7862,BRPF1,ORPHA:435638,UNKNOWN
6326,SCN2A,ORPHA:140927,UNKNOWN
3785,KCNQ2,ORPHA:140927,UNKNOWN
54476,RNF216,ORPHA:1173,UNKNOWN
10908,PNPLA6,ORPHA:1173,UNKNOWN
406987,MIR204,ORPHA:488197,UNKNOWN
478,ATP1A3,ORPHA:1171,UNKNOWN
23203,PMPCA,ORPHA:1170,UNKNOWN
617,BCS1L,ORPHA:254902,UNKNOWN
24145,PANX1,ORPHA:488191,UNKNOWN
494551,WEE2,ORPHA:488191,UNKNOWN
678,ZFP36L2,ORPHA:488191,UNKNOWN
197135,PATL2,ORPHA:488191,UNKNOWN
347688,TUBB8,ORPHA:488191,UNKNOWN
79816,TLE6,ORPHA:488191,UNKNOWN
7157,TP53,ORPHA:293199,UNKNOWN
4763,NF1,ORPHA:293199,UNKNOWN
10352,WARS2,ORPHA:572798,UNKNOWN
238,ALK,ORPHA:251877,UNKNOWN
2273,FHL1,ORPHA:431272,UNKNOWN
6662,SOX9,ORPHA:718,UNKNOWN
2705,GJB1,ORPHA:1175,UNKNOWN
5728,PTEN,ORPHA:79076,UNKNOWN
657,BMPR1A,ORPHA:79076,UNKNOWN
669,BPGM,ORPHA:714,UNKNOWN
5230,PGK1,ORPHA:713,UNKNOWN
6197,RPS6KA3,ORPHA:276630,UNKNOWN
5255,PHKA1,ORPHA:715,UNKNOWN
5260,PHKG1,ORPHA:715,UNKNOWN
2821,GPI,ORPHA:712,UNKNOWN
8991,SELENBP1,ORPHA:562538,UNKNOWN
2322,FLT3,ORPHA:102724,UNKNOWN
1050,CEBPA,ORPHA:102724,UNKNOWN
861,RUNX1,ORPHA:102724,UNKNOWN
862,RUNX1T1,ORPHA:102724,UNKNOWN
3815,KIT,ORPHA:102724,UNKNOWN
2811,GP1BA,ORPHA:140957,UNKNOWN
2812,GP1BB,ORPHA:140957,UNKNOWN
3674,ITGA2B,ORPHA:140957,UNKNOWN
8328,GFI1B,ORPHA:140957,UNKNOWN
87,ACTN1,ORPHA:140957,UNKNOWN
51807,TUBA8,ORPHA:140957,UNKNOWN
81027,TUBB1,ORPHA:140957,UNKNOWN
54822,TRPM7,ORPHA:140957,UNKNOWN
7171,TPM4,ORPHA:140957,UNKNOWN
3690,ITGB3,ORPHA:140957,UNKNOWN
51684,SUFU,ORPHA:251858,UNKNOWN
3199,HOXA2,ORPHA:140963,UNKNOWN
3991,LIPE,ORPHA:435660,UNKNOWN
5781,PTPN11,ORPHA:2499,UNKNOWN
54840,APTX,ORPHA:1168,UNKNOWN
1108,CHD4,ORPHA:653712,UNKNOWN
8823,FGF16,ORPHA:2498,UNKNOWN
8710,SERPINB7,ORPHA:140966,UNKNOWN
60,ACTB,ORPHA:674653,UNKNOWN
51684,SUFU,ORPHA:251863,UNKNOWN
8314,BAP1,ORPHA:2495,UNKNOWN
4771,NF2,ORPHA:2495,UNKNOWN
6598,SMARCB1,ORPHA:2495,UNKNOWN
5155,PDGFB,ORPHA:2495,UNKNOWN
84231,TRAF7,ORPHA:2495,UNKNOWN
6608,SMO,ORPHA:2495,UNKNOWN
207,AKT1,ORPHA:2495,UNKNOWN
5290,PIK3CA,ORPHA:2495,UNKNOWN
7015,TERT,ORPHA:2495,UNKNOWN
51684,SUFU,ORPHA:2495,UNKNOWN
6605,SMARCE1,ORPHA:2495,UNKNOWN
5792,PTPRF,ORPHA:180188,UNKNOWN
4929,NR4A2,ORPHA:660012,UNKNOWN
57152,SLURP1,ORPHA:87503,UNKNOWN
2130,EWSR1,ORPHA:569164,UNKNOWN
1385,CREB1,ORPHA:569164,UNKNOWN
255928,SYT14,ORPHA:284271,UNKNOWN
63924,CIDEC,ORPHA:435651,UNKNOWN
92002,CCNQ,ORPHA:140952,UNKNOWN
8838,CCN6,ORPHA:1159,UNKNOWN
1285,COL4A3,ORPHA:653722,UNKNOWN
1286,COL4A4,ORPHA:653722,UNKNOWN
1287,COL4A5,ORPHA:653722,UNKNOWN
63895,PIEZO2,ORPHA:1154,UNKNOWN
2316,FLNA,ORPHA:2484,UNKNOWN
85446,ZFHX2,ORPHA:653728,UNKNOWN
3156,HMGCR,ORPHA:653725,UNKNOWN
8314,BAP1,ORPHA:50251,UNKNOWN
55129,ANO10,ORPHA:284289,UNKNOWN
55084,SOBP,ORPHA:562559,UNKNOWN
64220,STRA6,ORPHA:2470,UNKNOWN
7477,WNT7B,ORPHA:2470,UNKNOWN
51741,WWOX,ORPHA:284282,UNKNOWN
1380,CR2,ORPHA:696894,UNKNOWN
220296,HEPACAM,ORPHA:2478,UNKNOWN
23209,MLC1,ORPHA:2478,UNKNOWN
7140,TNNT3,ORPHA:1147,UNKNOWN
4621,MYH3,ORPHA:1147,UNKNOWN
7169,TPM2,ORPHA:1147,UNKNOWN
259232,NALCN,ORPHA:1147,UNKNOWN
7136,TNNI2,ORPHA:1147,UNKNOWN
51256,TBC1D7,ORPHA:2477,UNKNOWN
7140,TNNT3,ORPHA:1146,UNKNOWN
4621,MYH3,ORPHA:1146,UNKNOWN
7169,TPM2,ORPHA:1146,UNKNOWN
259232,NALCN,ORPHA:1146,UNKNOWN
7136,TNNI2,ORPHA:1146,UNKNOWN
4604,MYBPC1,ORPHA:1146,UNKNOWN
7317,UBA1,ORPHA:1145,UNKNOWN
55681,SCYL2,ORPHA:1143,UNKNOWN
84570,COL25A1,ORPHA:1143,UNKNOWN
57222,ERGIC1,ORPHA:1143,UNKNOWN
8195,MKKS,ORPHA:2473,UNKNOWN
5091,PC,ORPHA:353314,UNKNOWN
60681,FKBP10,ORPHA:1149,UNKNOWN
6253,RTN2,ORPHA:100993,UNKNOWN
51271,UBAP1,ORPHA:100993,UNKNOWN
3329,HSPD1,ORPHA:100994,UNKNOWN
3798,KIF5A,ORPHA:100991,UNKNOWN
9772,TMEM94,ORPHA:562569,UNKNOWN
91179,SCARF2,ORPHA:2460,UNKNOWN
23503,ZFYVE26,ORPHA:100996,UNKNOWN
113612,CYP2U1,ORPHA:320411,UNKNOWN
26580,BSCL2,ORPHA:100998,UNKNOWN
26160,IFT172,ORPHA:140969,UNKNOWN
9742,IFT140,ORPHA:140969,UNKNOWN
930,CD19,ORPHA:696881,UNKNOWN
975,CD81,ORPHA:696881,UNKNOWN
91147,TMEM67,ORPHA:140976,UNKNOWN
3897,L1CAM,ORPHA:2466,UNKNOWN
2200,FBN1,ORPHA:2462,UNKNOWN
6497,SKI,ORPHA:2462,UNKNOWN
63895,PIEZO2,ORPHA:2461,UNKNOWN
5091,PC,ORPHA:353308,UNKNOWN
755,CFAP410,ORPHA:653709,UNKNOWN
51062,ATL1,ORPHA:100984,UNKNOWN
3551,IKBKB,ORPHA:397787,UNKNOWN
9897,WASHC5,ORPHA:100989,UNKNOWN
56652,TWNK,ORPHA:363534,UNKNOWN
6683,SPAST,ORPHA:100985,UNKNOWN
80207,OPA3,ORPHA:67036,UNKNOWN
9420,CYP7B1,ORPHA:100986,UNKNOWN
595,CCND1,ORPHA:67038,UNKNOWN
472,ATM,ORPHA:67038,UNKNOWN
7157,TP53,ORPHA:67038,UNKNOWN
6209,RPS15,ORPHA:67038,UNKNOWN
3500,IGHG1,ORPHA:67038,UNKNOWN
28444,IGHV3-21,ORPHA:67038,UNKNOWN
5027,P2RX7,ORPHA:67038,UNKNOWN
22806,IKZF3,ORPHA:67038,UNKNOWN
25913,POT1,ORPHA:67038,UNKNOWN
115761,ARL11,ORPHA:67038,UNKNOWN
123606,NIPA1,ORPHA:100988,UNKNOWN
2879,GPX4,ORPHA:93317,UNKNOWN
2335,FN1,ORPHA:93315,UNKNOWN
1280,COL2A1,ORPHA:93315,UNKNOWN
1280,COL2A1,ORPHA:93316,UNKNOWN
7010,TEK,ORPHA:2451,UNKNOWN
59341,TRPV4,ORPHA:93314,UNKNOWN
4148,MATN3,ORPHA:93311,UNKNOWN
80208,SPG11,ORPHA:466775,UNKNOWN
2334,AFF2,ORPHA:100973,UNKNOWN
3373,HYAL1,ORPHA:67041,UNKNOWN
2495,FTH1,ORPHA:247790,UNKNOWN
114902,C1QTNF5,ORPHA:67042,UNKNOWN
6658,SOX3,ORPHA:67045,UNKNOWN
57511,COG6,ORPHA:363523,UNKNOWN
2623,GATA1,ORPHA:67044,UNKNOWN
84548,TMEM185A,ORPHA:100974,UNKNOWN
80207,OPA3,ORPHA:67047,UNKNOWN
125988,MICOS13,ORPHA:67047,UNKNOWN
549,AUH,ORPHA:67046,UNKNOWN
113179,ADAT3,ORPHA:363528,UNKNOWN
7874,USP7,ORPHA:643538,UNKNOWN
7051,TGM1,ORPHA:100976,UNKNOWN
10725,NFAT5,ORPHA:529980,UNKNOWN
729359,PLIN4,ORPHA:696063,UNKNOWN
4595,MUTYH,ORPHA:247798,UNKNOWN
57479,PRR12,ORPHA:659904,UNKNOWN
1836,SLC26A2,ORPHA:93307,UNKNOWN
9790,BMS1,ORPHA:1114,UNKNOWN
5339,PLEC,ORPHA:1114,UNKNOWN
10054,UBA2,ORPHA:1114,UNKNOWN
3691,ITGB4,ORPHA:1114,UNKNOWN
54567,DLL4,ORPHA:1114,UNKNOWN
59341,TRPV4,ORPHA:93304,UNKNOWN
22880,MORC2,ORPHA:466768,UNKNOWN
3664,IRF6,ORPHA:708014,UNKNOWN
5966,REL,ORPHA:697394,UNKNOWN
387700,SLC16A12,ORPHA:247794,UNKNOWN
1311,COMP,ORPHA:93308,UNKNOWN
1750,DLX6,ORPHA:2440,UNKNOWN
7979,SEM1,ORPHA:2440,UNKNOWN
8945,BTRC,ORPHA:2440,UNKNOWN
8626,TP63,ORPHA:2440,UNKNOWN
58513,EPS15L1,ORPHA:2440,UNKNOWN
6468,FBXW4,ORPHA:2440,UNKNOWN
7480,WNT10B,ORPHA:2440,UNKNOWN
1749,DLX5,ORPHA:2440,UNKNOWN
5587,PRKD1,ORPHA:708019,UNKNOWN
29899,GPSM2,ORPHA:314597,UNKNOWN
6657,SOX2,ORPHA:77298,UNKNOWN
9663,LPIN2,ORPHA:77297,UNKNOWN
11128,POLR3A,ORPHA:77295,UNKNOWN
6609,SMPD1,ORPHA:77293,UNKNOWN
6609,SMPD1,ORPHA:77292,UNKNOWN
22807,IKZF2,ORPHA:697389,UNKNOWN
140732,SUN5,ORPHA:529970,UNKNOWN
83449,PMFBP1,ORPHA:529970,UNKNOWN
23524,SRRM2,ORPHA:652487,UNKNOWN
2629,GBA1,ORPHA:411602,UNKNOWN
23317,DNAJC13,ORPHA:411602,UNKNOWN
1981,EIF4G1,ORPHA:411602,UNKNOWN
55737,VPS35,ORPHA:411602,UNKNOWN
120892,LRRK2,ORPHA:411602,UNKNOWN
26058,GIGYF2,ORPHA:411602,UNKNOWN
6622,SNCA,ORPHA:411602,UNKNOWN
51176,LEF1,ORPHA:708043,UNKNOWN
8737,RIPK1,ORPHA:529977,UNKNOWN
1411,CRYBA1,ORPHA:441452,UNKNOWN
1419,CRYGB,ORPHA:441452,UNKNOWN
1410,CRYAB,ORPHA:441452,UNKNOWN
1413,CRYBA4,ORPHA:441452,UNKNOWN
3299,HSF4,ORPHA:441452,UNKNOWN
8419,BFSP2,ORPHA:441452,UNKNOWN
1409,CRYAA,ORPHA:441452,UNKNOWN
4284,MIP,ORPHA:441452,UNKNOWN
1427,CRYGS,ORPHA:441452,UNKNOWN
1420,CRYGC,ORPHA:441452,UNKNOWN
1421,CRYGD,ORPHA:441452,UNKNOWN
3209,HOXA13,ORPHA:2438,UNKNOWN
64093,SMOC1,ORPHA:1106,UNKNOWN
1181,CLCN2,ORPHA:363540,UNKNOWN
1105,CHD1,ORPHA:529965,UNKNOWN
5718,PSMD12,ORPHA:529962,UNKNOWN
2186,BPTF,ORPHA:529962,UNKNOWN
135,ADORA2A,ORPHA:363549,UNKNOWN
83999,KREMEN1,ORPHA:708036,UNKNOWN
3418,IDH2,ORPHA:163634,UNKNOWN
3417,IDH1,ORPHA:163634,UNKNOWN
25,ABL1,ORPHA:643503,UNKNOWN
3624,INHBA,ORPHA:213504,UNKNOWN
3835,KIF22,ORPHA:93360,UNKNOWN
3043,HBB,ORPHA:700107,UNKNOWN
79784,MYH14,ORPHA:397744,UNKNOWN
51592,TRIM33,ORPHA:2412,UNKNOWN
54361,WNT4,ORPHA:247768,UNKNOWN
65992,DDRGK1,ORPHA:93352,UNKNOWN
4796,TONSL,ORPHA:93357,UNKNOWN
1503,CTPS1,ORPHA:420573,UNKNOWN
5293,PIK3CD,ORPHA:221139,UNKNOWN
90417,KNSTRN,ORPHA:221139,UNKNOWN
4921,DDR2,ORPHA:93358,UNKNOWN
1497,CTNS,ORPHA:411629,UNKNOWN
6342,SCP2,ORPHA:163684,UNKNOWN
26047,CNTNAP2,ORPHA:163681,UNKNOWN
4322,MMP13,ORPHA:93356,UNKNOWN
9445,ITM2B,ORPHA:397758,UNKNOWN
779,CACNA1S,ORPHA:397755,UNKNOWN
4509,MT-ATP8,ORPHA:397750,UNKNOWN
4508,MT-ATP6,ORPHA:397750,UNKNOWN
2355,FOSL2,ORPHA:697356,UNKNOWN
7204,TRIO,ORPHA:476126,UNKNOWN
1053,CEBPE,ORPHA:566067,UNKNOWN
2632,GBE1,ORPHA:308712,UNKNOWN
8425,LTBP4,ORPHA:221145,UNKNOWN
7030,TFE3,ORPHA:163699,UNKNOWN
79058,ASPSCR1,ORPHA:163699,UNKNOWN
950,SCARB2,ORPHA:163696,UNKNOWN
633,BGN,ORPHA:93349,UNKNOWN
10235,RASGRP2,ORPHA:420566,UNKNOWN
6519,SLC3A1,ORPHA:163690,UNKNOWN
9581,PREPL,ORPHA:163690,UNKNOWN
3909,LAMA3,ORPHA:2407,UNKNOWN
1280,COL2A1,ORPHA:93346,UNKNOWN
6023,RMRP,ORPHA:93347,UNKNOWN
10940,POP1,ORPHA:93347,UNKNOWN
25871,RMP64,ORPHA:93347,UNKNOWN
3756,KCNH1,ORPHA:420561,UNKNOWN
3423,IDS,ORPHA:217093,UNKNOWN
5495,PPM1B,ORPHA:163693,UNKNOWN
6519,SLC3A1,ORPHA:163693,UNKNOWN
9581,PREPL,ORPHA:163693,UNKNOWN
79823,CAMKMT,ORPHA:163693,UNKNOWN
6469,SHH,ORPHA:476119,UNKNOWN
80347,COASY,ORPHA:397725,UNKNOWN
2623,GATA1,ORPHA:231393,UNKNOWN
4841,NONO,ORPHA:466791,UNKNOWN
10717,AP4B1,ORPHA:280763,UNKNOWN
9179,AP4M1,ORPHA:280763,UNKNOWN
11154,AP4S1,ORPHA:280763,UNKNOWN
23431,AP4E1,ORPHA:280763,UNKNOWN
210,ALAD,ORPHA:100924,UNKNOWN
7037,TFRC,ORPHA:476113,UNKNOWN
2735,GLI1,ORPHA:93339,UNKNOWN
2737,GLI3,ORPHA:93338,UNKNOWN
1497,CTNS,ORPHA:411641,UNKNOWN
5290,PIK3CA,ORPHA:714737,UNKNOWN
2767,GNA11,ORPHA:714737,UNKNOWN
29980,DONSON,ORPHA:572768,UNKNOWN
57410,SCYL1,ORPHA:466794,UNKNOWN
2735,GLI1,ORPHA:93335,UNKNOWN
2737,GLI3,ORPHA:93335,UNKNOWN
64327,LMBR1,ORPHA:93336,UNKNOWN
6469,SHH,ORPHA:93336,UNKNOWN
6690,SPINK1,ORPHA:700124,UNKNOWN
1080,CFTR,ORPHA:700124,UNKNOWN
6913,TBX15,ORPHA:93333,UNKNOWN
285600,KIAA0825,ORPHA:93334,UNKNOWN
2735,GLI1,ORPHA:93334,UNKNOWN
23288,IQCE,ORPHA:93334,UNKNOWN
2737,GLI3,ORPHA:93334,UNKNOWN
7700,ZNF141,ORPHA:93334,UNKNOWN
137392,CIBAR1,ORPHA:93334,UNKNOWN
57282,SLC4A10,ORPHA:664430,UNKNOWN
1080,CFTR,ORPHA:498359,UNKNOWN
4141,MARS1,ORPHA:397735,UNKNOWN
